Autore;Titolo;;Data
;Il Consiglio di Stato: 180 anni di storia;;1353
ROMEO Orazio;il Dizionario tematico dei Segni;;1354
CABEZA Roberto-HUETTEL Scott A.-LABAR Kevin S.-PLATT Michael L.-PURVES Dale-WOLDORFF Marty G.;Neuroscienze cognitive;;1355
FERRARA Mario-RAMINA Graziano;Tecnologie dei processi di produzione;;1356
FERRARA Mario-RAMINA Graziano;Tecnologie dei processi di produzione;;1357
FARRUGIA WISMAYER Karl-GASPARETTO Mariangela;Learning History.CLIL;;1358
CARRADA Luisa;Scrivere, che bello!;;1359
;Il documento nel processo civile;;1360
PATTI Salvatore-ROSSI CARLEO Liliana;ART.155-155 sexies;;1361
ARMAROLI Nicola-BALZANI Vincenzo-TIBONE Federico;Energia per l'astronave Terra;;1362
COLLI Giovanna;ComunicAzione;;1363
ROMAGNOLI Diana-TRAMA Paolo-VANORIO Maria Laura;La pagina che non c'era;;1364
ROMAGNOLI Diana-TRAMA Paolo-VANORIO Maria Laura;La pagina che non c'era;;1365
ROMAGNOLI Diana-TRAMA Paolo-VANORIO Maria Laura;La pagina che non c'era;;1366
ROMAGNOLI Diana-TRAMA Paolo-VANORIO Maria Laura;La pagina che non c'era;;1367
RIPPA Mario;La Chimica di Rippa;;1368
SCRIBEDIT ;Parole per viaggiare Italian for Tourists and Travellers;;1369
LOMBARDO Ivano;Problemi di fisica nucleare e subnucleare;;1370
BAGATTI Franco-CORRADI Elis-DESCO Alessandro-ROPA Claudia;Chimica dappertutto;;1371
BAGATTI Franco-CORRADI Elis-DESCO Alessandro-ROPA Claudia;Chimica dappertutto;;1372
SCHORE Neil E-VOLLHARDT Peter C;Esercizi risolti di chimica organica;;1373
JORIS Isabelle-MAJNO Guido;Cellule, tessuti e malattia;;1374
CATTANA Anna-NESCI Maria Teresa;Italiano compatto;;1375
FERRAMOSCA Mirella;Regards croisés;;1376
COLLI Giovanna;Turismo.com;;1377
DE MARIA Paolo;Percorsi di chimica organica;;1378
LUO Liqun;Principi di neurobiologia;;1379
IANNUCCI Alessandro-LONGO Fatima;Unitutor Professioni sanitarie 2022;;1380
BOCH Raoul-SALVIONI BOCH Carla;il Boch;;1381
BOCH Raoul-SALVIONI BOCH Carla;il Boch;;1382
BOCH Raoul-SALVIONI BOCH Carla;il Boch;;1383
SALSA Sandro-SQUELLATI Annamaria;Esercizi di analisi matematica II;;1384
SALSA Sandro-SQUELLATI Annamaria;Esercizi di analisi matematica II;;1385
SALSA Sandro-SQUELLATI Annamaria;Esercizi di analisi matematica II;;1386
SAMMARONE Sergio;Scienze e tecnologie applicate;;1387
SAMMARONE Sergio;Scienze e tecnologie applicate;;1388
LUNARI Marco;Tempo e civiltà;;1389
LUNARI Marco;Tempo e civiltà;;1390
CASPARI Claus-SCHAUER Thomas;Guida all'identificazione delle piante;;1391
MANZONI Edoardo;Le radici e le foglie;;1392
DONATI Chiara-STEFANI Massimo-TADDEI Niccolò;Biologia & Genetica;;1393
KIEMLE David J.-SILVERSTEIN Robert M.-WEBSTER Francis X.;Identificazione spettrometrica di composti organici;;1394
BAN HAR Yeap-BERTONI Carlo-KENG SENG Teh-YEO Joseph;Pensaci!;;1395
BAN HAR Yeap-BERTONI Carlo-KENG SENG Teh-YEO Joseph;Pensaci!;;1396
MISEROCCHI Giuseppe;Testo atlante di fisiologia umana;;1397
SPIKIC Aleksandra;Croato compatto;;1398
STEFANI Massimo-TADDEI Niccolò;Percorsi di biochimica;;1399
BARONCINI Valentina-MONTANARI Massimo;Negoziazione assistita;;1400
;I procedimenti cautelari;;1401
AMOROSI Luca-QUAGLIERINI Carlo;Chimica e tecnologia dei materiali per l'arte;;1402
AMOROSI Luca-QUAGLIERINI Carlo;Chimica e tecnologia dei materiali per l'arte;;1403
AMOROSI Luca-QUAGLIERINI Carlo;Chimica e tecnologia dei materiali per l'arte;;1404
AMOROSI Luca-QUAGLIERINI Carlo;Chimica e tecnologia dei materiali per l'arte;;1405
AMEY Abigail-COUPLAND George-DOLAN Liam-HARBERD Nicholas-JONES Jonathan-MARTIN Cathie-SABLOWSKI Robert-SMITH Alison M.;Biologia delle piante;;1406
AMEY Abigail-COUPLAND George-DOLAN Liam-HARBERD Nicholas-JONES Jonathan-MARTIN Cathie-SABLOWSKI Robert-SMITH Alison M.;Biologia delle piante;;1407
LEDONNE Giuseppina-MELEIS Afaf Ibrahim-TOLOMEO Sabrina Agata;Teoretica infermieristica;;1408
KLEIN Simonetta;Il racconto della chimica;;1409
KLEIN Simonetta;Il racconto della chimica;;1410
KLEIN Simonetta;Il racconto della chimica;;1411
KLEIN Simonetta;Il racconto della chimica;;1412
LEONARD Carla natalie;The Culture Club;;1413
;Le Petit Robert Micro poche;;1414
CARBONE Giuseppe-GUASTINI Riccardo-PIZZORUSSO Alessandro-VENTURA Luciano;Art. 99-103;;1415
LETIZIA Antonino;Scienze della Terra;;1416
;Verbi tedeschi;;1417
BONSIGNORI Angelo;Art. 194-215;;1418
LUPIA PALMIERI Elvidio-PAROTTO Maurizio;Scienze della Terra per tutti;;1419
BIOZONE ;Biology in English;;1420
BIOZONE ;Biology in English;;1421
PETRANGELI Mario Paolo;Progettazione e costruzione di ponti;;1422
DEL PAPA Carlo-GIORDANI Mario Paolo-GIUGLIARELLI Gilberto;Problemi di fisica 1 con soluzione;;1423
GASCO Alberto-GUALTIERI Fulvio-MELCHIORRE Carlo;Chimica farmaceutica;;1424
CARPENITO Lynda Juall-VEZZOLI Fabrizio;Manuale tascabile delle diagnosi infermieristiche;;1425
FINOCCHIARO Francesco;Diritto ecclesiastico;;1426
BRADY James E-SENESE Fred;Chimica;;1427
STEGAGNO Luciano;Psicofisiologia;;1428
BERTINI Franco;Io penso;;1429
BERTINI Franco;Io penso;;1430
DI PALMA Giuseppe-FORMICHI Fiorenzo-MEINI Giorgio-TANI Cristina-VENUTI Ivan;Coding LAB;;1431
DECATALDO Alessandra-DEL GRECO Manola-GILLI Monica-RUSPINI Elisabetta;Turismo Generi Generazioni;;1432
DONATIVI Vincenzo;ART. 2203-2213;;1433
CARNEVALI Ugo-COSTANZA Maria-LUMINOSO Angelo;Art. 1453-1454;;1434
CRICCO Giorgio-DI TEODORO Francesco Paolo;Itinerario nell'arte;;1435
CRICCO Giorgio-DI TEODORO Francesco Paolo;Itinerario nell'arte;;1436
CRICCO Giorgio-DI TEODORO Francesco Paolo;Itinerario nell'arte;;1437
CRICCO Giorgio-DI TEODORO Francesco Paolo;Itinerario nell'arte;;1438
BONA Carlo;Usi civici;;1439
BRUNTON Laurence L.-HILAL-DANDAN Randa-KNOLLMANN Björn C.;Goodman & Gilman Le basi farmacologiche della terapia;;1440
ANZOLA Eleonora-BORRACCI Silvia-CARBONE Angelo;Physics;;1441
ANZOLA Eleonora-BORRACCI Silvia-CARBONE Angelo;Physics;;1442
ANZOLA Eleonora-BORRACCI Silvia-CARBONE Angelo;Physics;;1443
CHRISTENSEN Andrew-DALLA VALLE Monica-DOSS Brian D.-JACOBSON Neil S.;Differenze conciliabili;;1444
ABEASIS Silvana;Elementi di algebra lineare e geometria;;1445
BERTINI Ivano-LUCHINAT Claudio-MANI Fabrizio-RAVERA Enrico;Stechiometria;;1446
;Impara lo spagnolo;;1447
PANEBIANCO Beatrice-SCARAVELLI Irene;Testi e immaginazione;;1448
GALGANO Francesco;Atlante di diritto privato comparato;;1449
ENRIQUES Federigo;Questioni riguardanti le Matematiche elementari;;1450
DE FERRA Giampaolo-GUGLIELMUCCI Lino;Art. 42-50;;1451
BOZZETTI Federico-CONTALDO Franco-ELIA Marinos-LANHAM-NEW Susan A.-LJUNGQVIST Olle-PASANISI Fabrizio-SANTARPIA Lidia-STRATTON Rebecca J.;Nutrizione Clinica;;1452
AULETTA Giuseppe G.-MANGINI Vito;Art. 2584-2601;;1453
TIBONE Federico;Le scienze di ogni giorno - edizione arancione;;1454
TIBONE Federico;Le scienze di ogni giorno - edizione arancione;;1455
TIBONE Federico;Le scienze di ogni giorno - edizione arancione;;1456
BORTOLON Paola;Costruire le competenze di scienze;;1457
BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena;Ganz genau!;;1458
BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena;Ganz genau!;;1459
BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena;Ganz genau!;;1460
BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena;Ganz genau!;;1461
BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena;Ganz genau!;;1462
BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena;Ganz genau!;;1463
BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena;Ganz genau!;;1464
BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena;Ganz genau!;;1465
BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena;Ganz genau!;;1466
BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena;Ganz genau!;;1467
SALVADORI Massimo;Navigare nel tempo e nello spazio;;1468
AUTERI Franco-QUARTAPELLE Luigi;Fluidodinamica comprimibile;;1469
ASIMOV Isaac;Breve storia della biologia;;1470
BELLINI Tiziana;Chimica medica e propedeutica biochimica;;1471
GIACOBBE Daniela-GIACOBBE Giovanni;Art. 1268-1276;;1472
CRISTOFORI Elena-DELLI POGGI Alessandro-SERRERI Paolo;Il laboratorio professionale nella formazione;;1473
CRISTOFORI Elena-DELLI POGGI Alessandro-SERRERI Paolo;Il laboratorio professionale nella formazione;;1474
RUSSO Roberto Carlo;Motricità;;1475
HUANG Kerson;Meccanica statistica;;1476
KOLOROUTIS Mary-WILLEMS CAVALLI Yvonne;Cure basate sulla relazione: un modello per trasformare la pratica clinica;;1477
RODATO Silvano;Alimentazione oggi;;1478
RODATO Silvano;Alimentazione oggi;;1479
IANNUCCI Alessandro-LONGO Fatima;Unitutor Medicina 2022;;1480
HUBER Roberto-RUSSO Giuseppe;Competenze in cucina;;1481
PROVERBIO Alice Mado;Neuroscienze cognitive della musica;;1482
CRÉPIEUX Ga.l-DIEGOLI Silvia-GIACHINO Luca-GLAUD Ludivine-LANNIER Muriel-LOISEAU Yves-MENSDORFF-POUILLY Lucie-MERLET Elise-SPERANDIO Caroline;Un, deux, trois... grammaire!;;1483
LETIZIA Antonino;Biologia;;1484
BAGATTI Franco-CORRADI Elis-DESCO Alessandro-ROPA Claudia;Scopriamo la chimica;;1485
GHIDELLI Roberta-RIPAMONTI Susanna-TARTUFERI Tatiana;Società che cambiano;;1486
BARNES N Sue-CURTIS Helena-FLORES Graciela-GANDOLA Laura-ODONE Roberto-SCHNEK Adriana;Introduzione alla biologia.azzurro;;1487
AMBROSINI Stefano;Fallimento, soluzioni negoziate della crisi e disciplina bancaria;;1488
CUTNELL John D-JOHNSON Kenneth W;Elementi di fisica;;1489
CORSETTI Aldo-GOBBETTI Marco;Biotecnologia dei prodotti lievitati da forno;;1490
;Español esencial;;1491
BARNES N Sue-CURTIS Helena-GANDOLA Laura-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana;Introduzione alla biologia. verde;;1492
AMBROSE Gavin-HARRIS Paul;Il libro del layout;;1493
PAWLINA Wojciech-ROSS Michael H.;Istologia. Testo e Atlante;;1494
GUIDI Paolo;Tecnologie e progettazione di sistemi elettrici ed elettronici;;1495
GUIDI Paolo;Tecnologie e progettazione di sistemi elettrici ed elettronici;;1496
GUIDI Paolo;Tecnologie e progettazione di sistemi elettrici ed elettronici;;1497
EICHHORN Susan E-EVERT Ray F;Biologia delle piante di Raven;;1498
ADDOMINE Marisa-PONS Daniele;Informatica aziendale;;1499
ADDOMINE Marisa-PONS Daniele;Informatica aziendale;;1500
BARTELLA Costantina-CAPONSACCO Barbara-DE CICCO Tiziana-LANGELLOTTI Margherita-TING Yen-ling;Natural Science.CLIL;;1501
GROTZINGER John P.-JORDAN Thomas H-LUPIA PALMIERI Elvidio-PAROTTO Maurizio;Capire la Terra;;1502
BOURGE Pierre-DUPONT-BLOCH Nicolas-LACROUX Jean;Manuale pratico di Astronomia;;1503
ANGIER Roswell;Educare lo sguardo;;1504
;La nuova esecuzione forzata;;1505
ROMEO Orazio;Grammatica dei segni;;1506
DEHEUVELS Luc-Willy;Grammatica araba;;1507
DEHEUVELS Luc-Willy;Grammatica araba;;1508
TÀINO Piergiulio;il Tedesco dell'economia;;1509
PULVIRENTI Emanuela;Artemondo;;1510
TIBONE Federico-ZECCHINA Adriano;Alchimie nell'arte;;1511
ATKINS Peter William;Le regole del gioco;;1512
GRASSO Elisabetta-MELCHIORI Paola;Hit the bricks!;;1513
BERSI Paola-RICCI Carlo;Il libro di arte e immagine;;1514
BERSI Paola-RICCI Carlo;Il libro di arte e immagine;;1515
BERSI Paola-RICCI Carlo;Il libro di arte e immagine;;1516
BIONE Massimo-BONSIGNORI Angelo-BOSELLO Furio-GALGANO Francesco-SALANITRO Niccolò-SANTARELLI Umberto-SANTINI Gerardo-SCUDELLARI Luciano-TEDESCHI Guido Uberto;Art. 1-22;;1517
CERRI Matteo;A mente fredda;;1518
BOSELLINI Alfonso-HACKER Sally-HELLER H. Craig-HILLIS David M.-POSCA Vito-RIGACCI Stefania-ROSSI Lara-SADAVA David;Il carbonio, gli enzimi, il DNA;;1519
BOSELLINI Alfonso-HACKER Sally-HELLER H. Craig-HILLIS David M.-POSCA Vito-RIGACCI Stefania-ROSSI Lara-SADAVA David;Il carbonio, gli enzimi, il DNA;;1520
BOSELLINI Alfonso-HACKER Sally-HELLER H. Craig-HILLIS David M.-POSCA Vito-RIGACCI Stefania-ROSSI Lara-SADAVA David;Il carbonio, gli enzimi, il DNA;;1521
BOSELLINI Alfonso-HACKER Sally-HELLER H. Craig-HILLIS David M.-POSCA Vito-RIGACCI Stefania-ROSSI Lara-SADAVA David;Il carbonio, gli enzimi, il DNA;;1522
BOSELLINI Alfonso-HACKER Sally-HELLER H. Craig-HILLIS David M.-POSCA Vito-RIGACCI Stefania-ROSSI Lara-SADAVA David;Il carbonio, gli enzimi, il DNA;;1523
BOSELLINI Alfonso-HACKER Sally-HELLER H. Craig-HILLIS David M.-POSCA Vito-RIGACCI Stefania-ROSSI Lara-SADAVA David;Il carbonio, gli enzimi, il DNA;;1524
CICCOTTI Rachele-GARZILLO Liliana;ConTextos literarios;;1525
CICCOTTI Rachele-GARZILLO Liliana;ConTextos literarios;;1526
CICCOTTI Rachele-GARZILLO Liliana;ConTextos literarios;;1527
CICCOTTI Rachele-GARZILLO Liliana;ConTextos literarios;;1528
IANTORNO Giuliano-PAPA Mario-SHELLY Janet;Multicolour Visions;;1529
IANTORNO Giuliano-PAPA Mario-SHELLY Janet;Multicolour Visions;;1530
IANTORNO Giuliano-PAPA Mario-SHELLY Janet;Multicolour Visions;;1531
IANTORNO Giuliano-PAPA Mario-SHELLY Janet;Multicolour Visions;;1532
IANTORNO Giuliano-PAPA Mario-SHELLY Janet;Multicolour Visions;;1533
EDIGEO ;Inglese compatto;;1534
FRUGONI Chiara-MAGNETTO Anna;Prima di noi;;1535
FRUGONI Chiara-MAGNETTO Anna;Prima di noi;;1536
HACKER Sally-HELLER H. Craig-HILLIS David M.-SADAVA David;Biologia;;1537
HACKER Sally-HELLER H. Craig-HILLIS David M.-SADAVA David;Biologia;;1538
HACKER Sally-HELLER H. Craig-HILLIS David M.-SADAVA David;Biologia;;1539
HACKER Sally-HELLER H. Craig-HILLIS David M.-SADAVA David;Biologia;;1540
HACKER Sally-HELLER H. Craig-HILLIS David M.-SADAVA David;Biologia;;1541
HACKER Sally-HELLER H. Craig-HILLIS David M.-SADAVA David;Biologia;;1542
MENCUCCINI Corrado-SILVESTRINI Vittorio;Fisica - Meccanica e termodinamica;;1543
CASALI Claudia-CITTI Vittorio-FERRARI Rita-FONTANA Maria Rosa-GUBELLINI Maura-PENNESI Antonella;Storia e autori della letteratura greca;;1544
CASALI Claudia-CITTI Vittorio-FERRARI Rita-FONTANA Maria Rosa-GUBELLINI Maura-PENNESI Antonella;Storia e autori della letteratura greca;;1545
CASALI Claudia-CITTI Vittorio-FERRARI Rita-FONTANA Maria Rosa-GUBELLINI Maura-PENNESI Antonella;Storia e autori della letteratura greca;;1546
CASALI Claudia-CITTI Vittorio-FERRARI Rita-FONTANA Maria Rosa-GUBELLINI Maura-PENNESI Antonella;Storia e autori della letteratura greca;;1547
CUNSOLO Gianfranco;Tecnologia meccanica;;1548
CUNSOLO Gianfranco;Tecnologia meccanica;;1549
CUNSOLO Gianfranco;Tecnologia meccanica;;1550
COX Michael M-MELLONI Edon-NELSON David L;Fondamenti di biochimica di Lehninger;;1551
BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana;Invito alla biologia.azzurro;;1552
BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana;Invito alla biologia.azzurro;;1553
BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana;Invito alla biologia.azzurro;;1554
PASCUZZI Giovanni;Cercare il diritto;;1555
PITTÀNO Giuseppe;Il grande dizionario dei Sinonimi e dei Contrari;;1556
FAENZA Francesca;Facciamo Educazione civica;;1557
DOOLEY Jenny-EVANS Virginia;Classmates;;1558
DOOLEY Jenny-EVANS Virginia;Classmates;;1559
DOOLEY Jenny-EVANS Virginia;Classmates;;1560
DOOLEY Jenny-EVANS Virginia;Classmates;;1561
DOOLEY Jenny-EVANS Virginia;Classmates;;1562
PRESTI Gaetano-RESCIGNO Matteo;Corso di diritto commerciale;;1563
PITTÀNO Giuseppe;Dizionario dei modi di dire;;1564
BERSI Paola-RICCI Carlo;Vivi l'arte;;1565
BERSI Paola-RICCI Carlo;Vivi l'arte;;1566
BERSI Paola-RICCI Carlo;Vivi l'arte;;1567
GIANCOLI Douglas C.;Fisica;;1568
CRESCENZI Pierluigi-PAGLI Linda;Problemi, algoritmi e coding;;1569
GALGANO Francesco;Art. 1992-2027;;1570
DOEBLEY John-GRIFFITHS Anthony Jf-PEICHEL Catherine-WASSARMAN David A.-ZOLLO Massimo;Genetica;;1571
EDIGEO ;Francese compatto;;1572
MUSSO Alberto;Art. 2563-2574 e art. 2584-2601;;1573
CAPPELLI Patrizia-VANNUCCHI Vanna;Enologia;;1574
AMADIO Patrizia-FALASCA Marco-VALITUTTI Giuseppe;Chimica: molecole in movimento;;1575
BERG Jeremy M-GATTO Gregory J.-STRYER Lubert-TYMOCZKO John L;Biochimica;;1576
GIANNETTO Anna Maria-GISIANO Marina;Meltemi;;1577
IOVINO Roberto-PUTIGNANO Letizia-SITÀ Maria Grazia-VACCARONE Alessandra-VITALE Claudio;Storia della musica;;1578
IOVINO Roberto-PUTIGNANO Letizia-SITÀ Maria Grazia-VACCARONE Alessandra-VITALE Claudio;Storia della musica;;1579
MONTI Paolo-MONTI Silvia;Per Questi Motivi;;1580
MONTI Paolo-MONTI Silvia;Per Questi Motivi;;1581
MONTI Paolo-MONTI Silvia;Per Questi Motivi;;1582
CRAINE Leslie E-HADAD Christopher M-HART David J-HART Harold;Chimica organica;;1583
CRAINE Leslie E-HADAD Christopher M-HART David J-HART Harold;Chimica organica;;1584
CRAINE Leslie E-HADAD Christopher M-HART David J-HART Harold;Chimica organica;;1585
AMBROSINI Stefano;La nuova crisi d'impresa: l. 132/15 e prossima riforma organica;;1586
BAGATTI Franco-CORRADI Elis-DESCO Alessandro-ROPA Claudia;Conoscere la materia;;1587
BULGHERONI Cesare-CUOMO ULLOA Francesca-DELLA VEDOVA Paolo-VENTURA Paola;Procedimento e metodi per la composizione dei conflitti;;1588
FERRI Corrado;Codice di procedura civile e leggi collegate 2021;;1589
GUIDETTI Luca-MATTEUCCI Giovanni;Le grammatiche del pensiero;;1590
MANZINI Federico;English for Electrotechnics & Mechanics;;1591
FORNILI Flavia-SERAFINI Teresa;Parole e testi in gioco;;1592
FORNILI Flavia-SERAFINI Teresa;Parole e testi in gioco;;1593
FORNILI Flavia-SERAFINI Teresa;Parole e testi in gioco;;1594
FINELLI Paola-PESSION Andrea-SCARPONI Dorella;La clownerie non è una scienza;;1595
CAPPELLI Patrizia-VANNUCCHI Vanna;Principi di chimica degli alimenti;;1596
TURATTO Massimo;La mente abituata;;1597
AGAZZI Pierangelo-SISANA Lucio;@d litteram;;1598
MADER Sylvia S.;Immagini e concetti della biologia;;1599
MADER Sylvia S.;Immagini e concetti della biologia;;1600
MADER Sylvia S.;Immagini e concetti della biologia;;1601
MADER Sylvia S.;Immagini e concetti della biologia;;1602
MADER Sylvia S.;Immagini e concetti della biologia;;1603
BALLESTRERO Maria Vittoria-ROMAGNOLI Umberto;ART. 40 SUPPLEMENTO Legge 12 giugno 1990 n. 146;;1604
BIAVATI Bruno-SORLINI Claudia;Microbiologia agroambientale;;1605
GIUSTI Simone;Insegnare con la letteratura;;1606
DARWIN Charles;L'origine delle specie;;1607
MABILIA Valentina-MASTANDREA Paolo;il Primo latino;;1608
MABILIA Valentina-MASTANDREA Paolo;il Primo latino;;1609
TASSI Renzo-TASSI Sandra-ZANI Patrizia;I saperi dell'educazione;;1610
TASSI Renzo-TASSI Sandra-ZANI Patrizia;I saperi dell'educazione;;1611
TASSI Renzo-TASSI Sandra-ZANI Patrizia;I saperi dell'educazione;;1612
;el Español Ágil;;1613
MARISALDI Luciano;Periplus;;1614
MARISALDI Luciano;Periplus;;1615
TASSAN Manuela;Antropologia per insegnare;;1616
FALASCA Marco-GENTILE Antonino-TIFI Alfredo-VALITUTTI Giuseppe;Chimica: concetti e modelli;;1617
BRICOLA Franco-COMOGLIO Luigi Paolo-MAZZACUVA Nicola-NOBILI Massimo-SCAPARONE Metello;Art. 24-26;;1618
TISCINI Roberta;Le categorie del processo civile;;1619
RIVA Ilaria;Art. 768 bis - 768 octies;;1620
DI CHIO Giuseppe-GUGLIELMUCCI Lino-MANGINI Vito-TEDESCHI Guido Uberto-ZANARONE Giuseppe;Art. 72-83;;1621
CICALA Lanfranco-HALLIDAY David-RESNICK Robert-WALKER Jearl;Fondamenti di Fisica;;1622
AMBROSETTI Enrico Mario-MEZZETTI Enrico-RONCO Mauro;Diritto penale dell'impresa;;1623
BENAZZO Paolo-PATRIARCA Sergio;Diritto delle società;;1624
REGIS Ed;Cosa è la vita?;;1625
FAUCI Anthony S.-HAUSER Stephen L.-JAMESON J. Larry-KASPER Dennis L.-LONGO Dan L.-LOSCALZO Joseph;Harrison Principi di Medicina interna;;1626
GALESSO Guido-LORINI Bruno;L'arte delle immagini;;1627
REVELLINO Patrizia-SCHINARDI Giovanna-TELLIER Emilie;Enfants, ados, adultes;;1628
MARIEB Elaine N;Elementi di anatomia e fisiologia dell'uomo;;1629
CERUTI Grazia-GAINOTTI Alba-MODELLI Alessandra;Il racconto della Terra e della biologia;;1630
CERUTI Grazia-GAINOTTI Alba-MODELLI Alessandra;Il racconto della Terra e della biologia;;1631
CERUTI Grazia-GAINOTTI Alba-MODELLI Alessandra;Il racconto della Terra e della biologia;;1632
CARIOLI Aldo;Ti spiego la storia;;1633
CARIOLI Aldo;Ti spiego la storia;;1634
CARIOLI Aldo;Ti spiego la storia;;1635
CARIOLI Aldo;Ti spiego la storia;;1636
CARIOLI Aldo;Ti spiego la storia;;1637
CARIOLI Aldo;Ti spiego la storia;;1638
CARIOLI Aldo;Ti spiego la storia;;1639
ARMELLINI Guido-BOSI Luigi-COLOMBO Adriano-MARCHESINI Matteo;Con altri occhi Edizione Rossa Plus;;1640
ARMELLINI Guido-BOSI Luigi-COLOMBO Adriano-MARCHESINI Matteo;Con altri occhi Edizione Rossa Plus;;1641
ARMELLINI Guido-BOSI Luigi-COLOMBO Adriano-MARCHESINI Matteo;Con altri occhi Edizione Rossa Plus;;1642
ARMELLINI Guido-BOSI Luigi-COLOMBO Adriano-MARCHESINI Matteo;Con altri occhi Edizione Rossa Plus;;1643
BITTANTI Sergio;Introduzione all'automatica;;1644
MANDOLINI Stefania;La fisica in pratica;;1645
;Esercizi di chimica fisica;;1646
GALGANO Francesco;Diritto commerciale L'imprenditore;;1647
PICCHI Fernando;l'Inglese dell'Economia;;1648
SAÑÉ Secundí-SCHEPISI Giovanna;Il dizionario di Spagnolo;;1649
FALCE Valeria-FINOCCHIARO Giusella;Fintech: diritti, concorrenza, regole;;1650
OLIVERIO Albertina-OLIVERIO Alberto-OLIVERIO FERRARIS Anna-TASSI Renzo;Psyché-I saperi dell'educazione;;1651
MANKIW N Gregory-TAYLOR Mark P.;Macroeconomia;;1652
CANESCHI Marzia-CECCHI Daniela-TORTELLI Francesca;L'analyse en poche;;1653
CALITTI Floriana;La vita dei testi;;1654
CALITTI Floriana;La vita dei testi;;1655
CALITTI Floriana;La vita dei testi;;1656
CALITTI Floriana;La vita dei testi;;1657
CALITTI Floriana;La vita dei testi;;1658
CALITTI Floriana;La vita dei testi;;1659
UGUZZONI Arnaldo-VILLA Mauro;Esercizi di Fisica 1 - Meccanica;;1660
KOVALEV Vladimir;il Kovalev;;1661
KOVALEV Vladimir;il Kovalev;;1662
LANOTTE Nunzio-RUFFO Giuseppe;Lezioni di fisica. Edizione azzurra;;1663
LANOTTE Nunzio-RUFFO Giuseppe;Lezioni di fisica. Edizione azzurra;;1664
LANOTTE Nunzio-RUFFO Giuseppe;Lezioni di fisica. Edizione azzurra;;1665
ROMIZI Renato;Greco antico;;1666
INZITARI Bruno;Art.1277-1284;;1667
MAZZOLDI Sabina-PIOVAN Dino-RODIGHIERO Andrea;Con parole alate;;1668
MAZZOLDI Sabina-PIOVAN Dino-RODIGHIERO Andrea;Con parole alate;;1669
MAZZOLDI Sabina-PIOVAN Dino-RODIGHIERO Andrea;Con parole alate;;1670
MAZZOLDI Sabina-PIOVAN Dino-RODIGHIERO Andrea;Con parole alate;;1671
MAZZOLDI Sabina-PIOVAN Dino-RODIGHIERO Andrea;Con parole alate;;1672
BROUTÉ Alain-CRIADO Alicia-CRIADO Marta;À ton tour!;;1673
BROUTÉ Alain-CRIADO Alicia-CRIADO Marta;À ton tour!;;1674
BROUTÉ Alain-CRIADO Alicia-CRIADO Marta;À ton tour!;;1675
BROUTÉ Alain-CRIADO Alicia-CRIADO Marta;À ton tour!;;1676
MANKIW N Gregory-MERELLI Marco-TAYLOR Mark P.;Principi di Microeconomia;;1677
ROBERTSHAW Peter-RUBALCABA Jill;Gli antenati;;1678
CALORINI Lido-DEL ROSSO Mario-DILLY Susan A.-FINLAYSON Caroline J.-GANDHI Mitesh-LAKHANI Sunil R.;Le basi della patologia generale;;1679
